employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won,avg_training_score,is_promoted,average_montly_hours
5037,HR,region_15,Bachelor's,f,sourcing,1,36,5.0,7,0,48.0,1,257
7243,Finance,region_2,Master's & above,f,other,1,35,3.0,8,0,58.0,0,173
13216,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,34,4.0,6,0,47.0,0,176
10303,Sales & Marketing,region_2,Master's & above,m,referred,1,38,5.0,8,0,47.0,0,178
4642,Analytics,region_31,Bachelor's,m,other,2,29,5.0,4,0,89.0,0,169
14991,Technology,region_22,Bachelor's,m,other,1,23,4.0,2,0,80.0,0,228
9199,Operations,region_2,Bachelor's,m,other,1,49,5.0,15,0,55.0,0,160
13243,HR,region_26,Master's & above,m,sourcing,1,32,3.0,5,0,46.0,0,210
2740,Sales & Marketing,region_1,Bachelor's,m,sourcing,1,27,5.0,2,0,50.0,0,153
2707,Technology,region_23,Master's & above,f,other,1,41,3.0,7,0,79.0,0,197
166,Procurement,region_17,Bachelor's,m,other,1,44,4.0,18,0,73.0,0,296
2664,Sales & Marketing,region_22,,m,other,2,26,,1,0,50.0,0,183
12179,Analytics,region_7,Bachelor's,f,other,2,29,5.0,4,0,84.0,0,127
8076,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,38,5.0,10,0,51.0,0,122
1137,Sales & Marketing,region_3,Bachelor's,m,sourcing,1,28,5.0,6,0,50.0,0,265
5384,Operations,region_2,Bachelor's,m,other,2,31,5.0,2,0,,0,192
7343,Analytics,region_9,Bachelor's,m,sourcing,1,24,,1,0,83.0,0,177
3236,Procurement,region_10,Master's & above,m,sourcing,1,34,4.0,5,0,66.0,0,141
4915,Operations,region_22,Bachelor's,f,sourcing,1,49,5.0,20,0,59.0,1,141
144,Sales & Marketing,region_2,,m,other,1,29,5.0,3,0,54.0,0,152
6805,Legal,region_31,Bachelor's,f,sourcing,1,30,,1,0,56.0,0,125
4225,Legal,region_2,Bachelor's,m,sourcing,1,41,3.0,6,0,58.0,0,217
10624,Procurement,region_7,Master's & above,f,other,1,39,3.0,5,0,69.0,0,167
7870,Finance,region_13,Bachelor's,f,sourcing,2,27,2.0,4,0,59.0,0,178
9008,Sales & Marketing,region_2,Master's & above,m,sourcing,1,31,5.0,2,0,52.0,0,145
9420,Procurement,region_2,Bachelor's,f,other,1,59,3.0,5,0,73.0,0,200
13456,Sales & Marketing,region_2,Master's & above,m,sourcing,1,42,5.0,6,0,49.0,0,138
14711,Technology,region_13,Bachelor's,m,sourcing,2,50,4.0,7,0,80.0,0,181
3563,Operations,region_7,Bachelor's,f,sourcing,1,30,5.0,7,0,,0,172
3755,Analytics,region_20,Bachelor's,m,sourcing,1,32,5.0,3,0,84.0,0,154
6867,Procurement,region_13,Bachelor's,f,other,1,27,5.0,3,0,81.0,1,255
13818,Sales & Marketing,region_4,Master's & above,m,other,1,46,3.0,22,0,48.0,0,205
11919,Sales & Marketing,region_23,Bachelor's,m,other,1,28,,1,0,46.0,0,217
12189,Procurement,region_17,Master's & above,m,sourcing,1,47,3.0,4,1,69.0,0,152
8144,Sales & Marketing,region_12,Bachelor's,m,other,1,41,1.0,7,0,46.0,0,211
11215,Technology,region_5,Bachelor's,m,other,1,38,1.0,3,0,80.0,0,169
2416,Finance,region_15,Bachelor's,m,other,1,36,3.0,6,0,62.0,0,225
14848,Operations,region_2,Bachelor's,m,other,1,44,5.0,14,0,,0,190
12932,Sales & Marketing,region_16,Bachelor's,m,other,1,45,5.0,6,0,89.0,1,271
5554,R&D,region_25,Bachelor's,m,other,1,33,5.0,5,0,83.0,0,229
6602,Sales & Marketing,region_7,Bachelor's,m,other,1,38,1.0,10,0,51.0,0,130
13473,Analytics,region_22,Bachelor's,f,other,2,28,5.0,5,0,85.0,0,135
3045,HR,region_7,Bachelor's,f,other,1,34,4.0,3,0,52.0,0,135
13653,Sales & Marketing,region_15,,m,sourcing,1,39,5.0,7,0,51.0,0,154
13999,Operations,region_2,Bachelor's,f,sourcing,2,33,3.0,9,0,62.0,0,209
8001,Procurement,region_5,Bachelor's,f,other,1,28,3.0,2,0,69.0,0,193
8562,Operations,region_23,Bachelor's,m,sourcing,1,32,4.0,8,0,58.0,0,196
2225,Procurement,region_31,Bachelor's,f,other,2,28,,1,0,72.0,0,133
9185,Procurement,region_4,Bachelor's,m,other,1,27,3.0,3,0,68.0,0,155
3971,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,38,5.0,9,0,55.0,0,148
14409,Sales & Marketing,region_16,Bachelor's,m,other,1,41,3.0,10,0,47.0,0,158
6864,HR,region_2,Below Secondary,m,sourcing,1,20,,1,0,47.0,0,196
9872,Sales & Marketing,region_11,Master's & above,m,other,2,33,1.0,8,0,49.0,0,162
13585,Technology,region_2,Master's & above,f,other,3,40,5.0,10,0,82.0,0,188
2570,Analytics,region_29,Bachelor's,m,sourcing,1,30,2.0,4,0,82.0,0,147
13017,Sales & Marketing,region_7,Master's & above,m,sourcing,3,49,2.0,19,0,49.0,0,208
10095,Finance,region_2,Bachelor's,m,sourcing,2,35,3.0,3,0,56.0,0,136
10228,Technology,region_2,Bachelor's,m,sourcing,2,37,3.0,9,0,85.0,0,167
7054,Technology,region_7,Master's & above,m,other,1,36,5.0,3,0,85.0,1,304
1477,R&D,region_2,Bachelor's,m,other,1,37,2.0,4,0,88.0,0,178
7138,Operations,region_13,Master's & above,m,sourcing,1,36,5.0,8,0,58.0,0,215
5363,Sales & Marketing,region_4,Bachelor's,m,other,1,29,,1,0,49.0,0,121
8510,Operations,region_22,Master's & above,f,sourcing,1,46,4.0,5,0,62.0,1,244
2764,Finance,region_7,Bachelor's,m,sourcing,2,26,5.0,2,0,59.0,0,184
5476,Analytics,region_7,Bachelor's,m,sourcing,1,29,4.0,2,0,82.0,0,170
14930,Technology,region_2,Master's & above,f,sourcing,1,40,3.0,3,0,78.0,0,201
12569,Procurement,region_26,Bachelor's,f,sourcing,1,39,4.0,6,0,72.0,0,201
291,Operations,region_22,Below Secondary,m,sourcing,1,26,5.0,4,0,64.0,0,128
13031,Sales & Marketing,region_28,Master's & above,f,sourcing,1,34,3.0,7,0,50.0,0,155
2037,Procurement,region_30,Bachelor's,f,other,1,30,1.0,4,0,65.0,0,187
3392,Procurement,region_17,Bachelor's,f,other,1,32,4.0,10,0,69.0,0,149
4000,Technology,region_26,Bachelor's,m,other,1,23,,1,0,88.0,1,258
12123,Sales & Marketing,region_17,Bachelor's,m,other,1,26,5.0,2,0,49.0,0,175
4359,Operations,region_20,Bachelor's,m,sourcing,1,41,3.0,5,0,60.0,0,189
10196,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,23,1.0,2,0,55.0,0,129
11711,Finance,region_2,Bachelor's,m,sourcing,2,49,3.0,8,0,60.0,0,235
10110,Operations,region_27,Bachelor's,m,other,1,27,5.0,3,0,58.0,1,249
11287,Operations,region_4,Master's & above,f,sourcing,1,34,5.0,6,0,60.0,1,170
8999,Sales & Marketing,region_2,Bachelor's,f,other,1,52,5.0,18,0,49.0,0,143
2442,Analytics,region_22,Bachelor's,m,other,3,30,5.0,3,0,85.0,0,146
6707,R&D,region_7,Bachelor's,m,sourcing,2,35,4.0,7,0,85.0,0,186
2952,Analytics,region_11,Master's & above,m,other,1,33,3.0,4,0,87.0,1,212
7809,Operations,region_4,Bachelor's,f,other,1,41,2.0,2,0,,0,153
13891,Operations,region_7,Bachelor's,m,other,1,35,2.0,2,0,60.0,0,185
6806,Operations,region_4,Bachelor's,f,other,3,34,5.0,10,0,60.0,0,148
9078,Procurement,region_2,Bachelor's,m,sourcing,1,52,3.0,5,0,73.0,0,189
9652,Sales & Marketing,region_2,Bachelor's,m,referred,3,27,,1,0,52.0,0,152
10755,Operations,region_7,Bachelor's,m,sourcing,1,37,3.0,4,0,94.0,1,182
11303,R&D,region_22,Bachelor's,m,sourcing,1,28,3.0,5,0,84.0,0,194
13065,Procurement,region_2,Bachelor's,m,other,1,50,2.0,6,0,69.0,0,203
13798,HR,region_4,Bachelor's,m,other,1,29,5.0,2,0,50.0,0,188
12143,HR,region_10,Master's & above,m,other,1,31,5.0,3,0,52.0,0,201
8013,R&D,region_7,Bachelor's,m,other,1,31,,1,0,87.0,0,178
11847,Sales & Marketing,region_17,Master's & above,m,other,1,42,5.0,2,0,47.0,0,230
2576,Analytics,region_2,Bachelor's,f,other,1,32,5.0,8,0,88.0,0,229
12512,Operations,region_29,Bachelor's,m,sourcing,1,37,5.0,7,0,57.0,0,145
2696,Operations,region_12,Bachelor's,f,other,1,27,3.0,4,0,63.0,0,161
1538,Procurement,region_22,Bachelor's,m,other,1,28,2.0,3,0,68.0,0,184
2794,Sales & Marketing,region_13,Master's & above,m,other,1,46,5.0,2,0,57.0,0,123
5096,Technology,region_21,Bachelor's,m,other,1,28,5.0,4,0,81.0,0,175
3115,Operations,region_27,Bachelor's,f,sourcing,1,37,5.0,7,0,60.0,0,137
1196,Analytics,region_29,Bachelor's,m,other,1,27,4.0,3,0,83.0,0,198
4292,Operations,region_12,Bachelor's,f,other,1,30,4.0,4,0,59.0,0,205
12546,Sales & Marketing,region_2,Master's & above,f,sourcing,1,41,5.0,2,0,,0,170
8010,Legal,region_2,Bachelor's,f,other,1,27,3.0,2,0,57.0,0,262
3981,Sales & Marketing,region_33,Bachelor's,m,other,2,30,2.0,4,0,41.0,0,158
3508,Analytics,region_23,Master's & above,m,other,1,40,5.0,6,0,86.0,0,264
5279,Operations,region_2,Master's & above,f,sourcing,1,36,3.0,9,0,56.0,0,216
13105,Technology,region_16,Below Secondary,f,referred,1,23,,1,0,77.0,0,179
2255,Sales & Marketing,region_22,Bachelor's,m,referred,1,28,4.0,1,0,50.0,0,195
4361,Procurement,region_23,Bachelor's,m,sourcing,1,32,4.0,6,0,73.0,0,135
11040,Technology,region_27,Bachelor's,m,sourcing,1,32,3.0,3,0,78.0,0,135
9004,Sales & Marketing,region_2,Bachelor's,m,other,4,29,1.0,2,0,,0,208
3966,Procurement,region_30,Bachelor's,f,other,1,33,5.0,2,0,69.0,1,200
10660,Sales & Marketing,region_6,Bachelor's,m,other,1,25,3.0,3,0,46.0,0,207
2754,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,26,4.0,3,0,47.0,0,204
6255,Analytics,region_14,Bachelor's,m,other,2,34,3.0,5,0,79.0,0,234
5720,Sales & Marketing,region_25,Bachelor's,m,sourcing,2,32,1.0,5,0,52.0,0,154
5667,Sales & Marketing,region_11,Master's & above,m,other,1,55,3.0,8,0,55.0,0,167
14903,Procurement,region_12,Bachelor's,f,sourcing,1,33,3.0,9,0,69.0,0,195
13926,Operations,region_17,Bachelor's,f,sourcing,1,34,3.0,4,0,,1,286
6932,Sales & Marketing,region_16,Bachelor's,m,other,1,28,3.0,4,0,55.0,0,180
932,Procurement,region_17,Bachelor's,f,other,2,38,4.0,4,0,68.0,0,154
9102,Sales & Marketing,region_2,Bachelor's,m,referred,1,38,3.0,8,0,52.0,0,198
12250,Sales & Marketing,region_7,,m,sourcing,1,28,2.0,5,0,53.0,0,298
3503,Procurement,region_2,Bachelor's,m,sourcing,2,37,1.0,8,0,71.0,0,179
10341,Technology,region_22,Bachelor's,m,other,3,26,,1,0,79.0,0,164
7006,Analytics,region_22,Bachelor's,m,referred,1,29,3.0,2,0,85.0,0,176
14918,Procurement,region_4,Master's & above,m,other,1,41,5.0,15,0,70.0,0,128
6691,Procurement,region_27,Bachelor's,m,other,2,34,3.0,4,0,70.0,0,137
6247,Sales & Marketing,region_2,Bachelor's,m,other,4,33,5.0,6,0,49.0,0,199
12555,Technology,region_7,Master's & above,m,other,1,51,1.0,19,0,82.0,0,150
13641,Technology,region_13,Bachelor's,m,other,2,29,3.0,4,0,80.0,0,158
10616,Sales & Marketing,region_2,Bachelor's,m,other,1,26,2.0,2,0,54.0,0,123
10366,Procurement,region_7,Master's & above,m,sourcing,3,48,2.0,19,0,73.0,1,308
9332,Sales & Marketing,region_10,Bachelor's,m,sourcing,1,31,5.0,4,0,48.0,0,150
12677,Technology,region_22,Bachelor's,f,sourcing,1,28,1.0,3,0,81.0,0,150
2640,HR,region_2,Master's & above,m,other,1,54,3.0,13,0,44.0,0,220
4998,Technology,region_15,Bachelor's,m,sourcing,1,34,3.0,3,0,80.0,0,159
9904,Analytics,region_2,,m,sourcing,1,26,3.0,2,0,84.0,0,263
13708,Sales & Marketing,region_16,Bachelor's,f,sourcing,1,27,3.0,4,0,51.0,0,187
4574,Sales & Marketing,region_21,Bachelor's,m,other,1,50,1.0,7,0,51.0,0,129
14533,Analytics,region_22,,f,other,1,28,3.0,4,0,83.0,0,186
5858,Sales & Marketing,region_22,Bachelor's,m,sourcing,4,28,3.0,6,0,51.0,0,160
12332,Sales & Marketing,region_26,Bachelor's,m,other,1,38,4.0,3,0,,0,302
13759,Sales & Marketing,region_22,,m,other,3,28,,1,0,51.0,0,259
5319,Sales & Marketing,region_2,Bachelor's,m,other,1,36,3.0,8,0,51.0,0,195
13408,Sales & Marketing,region_2,Bachelor's,m,other,1,39,4.0,12,0,51.0,0,134
4115,Sales & Marketing,region_13,Master's & above,m,sourcing,1,31,4.0,7,0,50.0,0,129
8344,Sales & Marketing,region_32,Bachelor's,m,other,2,30,,1,0,65.0,1,286
5073,Operations,region_26,Master's & above,m,other,1,36,2.0,8,0,,0,170
3459,Operations,region_15,Master's & above,m,sourcing,1,37,5.0,11,0,55.0,0,193
11980,Procurement,region_20,Bachelor's,m,other,1,38,1.0,11,0,67.0,0,153
10071,HR,region_2,Master's & above,f,sourcing,1,60,5.0,3,0,46.0,0,186
4811,Technology,region_27,Bachelor's,f,other,1,29,2.0,2,0,82.0,0,174
13376,HR,region_27,Bachelor's,m,other,1,30,3.0,3,0,54.0,0,207
13385,Sales & Marketing,region_3,Master's & above,m,other,1,47,3.0,4,0,47.0,0,199
8050,Technology,region_13,Bachelor's,m,other,1,30,4.0,6,0,79.0,0,178
13609,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,49,5.0,10,0,54.0,0,220
7105,Procurement,region_26,Bachelor's,f,other,1,31,4.0,3,0,71.0,0,148
7525,Sales & Marketing,region_7,Master's & above,m,sourcing,1,35,4.0,7,0,49.0,0,214
14373,Operations,region_7,Bachelor's,m,sourcing,1,36,3.0,6,0,59.0,0,138
14412,Sales & Marketing,region_13,Bachelor's,m,other,1,27,5.0,4,0,54.0,0,259
6562,Operations,region_6,Bachelor's,f,sourcing,1,35,3.0,4,0,53.0,0,262
3097,Operations,region_24,Bachelor's,f,sourcing,1,30,2.0,6,0,57.0,0,167
11630,Technology,region_13,Master's & above,f,sourcing,1,35,5.0,4,0,90.0,1,272
13963,Operations,region_13,Bachelor's,f,other,1,48,5.0,6,0,,0,140
11171,Analytics,region_7,Bachelor's,m,sourcing,1,31,5.0,8,0,82.0,1,239
1539,Analytics,region_22,Bachelor's,m,sourcing,1,30,4.0,2,0,82.0,0,214
1259,Analytics,region_29,Bachelor's,f,sourcing,1,27,4.0,5,0,77.0,0,149
7925,Analytics,region_34,Bachelor's,m,other,1,31,3.0,6,0,83.0,0,164
11591,Analytics,region_26,Bachelor's,m,sourcing,2,30,5.0,5,0,81.0,0,178
1203,Technology,region_27,Master's & above,m,other,1,50,4.0,6,0,78.0,0,220
4641,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,33,3.0,2,0,46.0,0,157
3106,Operations,region_7,Bachelor's,m,sourcing,2,41,4.0,3,0,60.0,0,123
422,Technology,region_26,Master's & above,f,other,4,33,4.0,7,0,82.0,0,137
13340,Sales & Marketing,region_11,Bachelor's,m,other,1,32,2.0,6,0,47.0,0,167
14709,Sales & Marketing,region_2,Master's & above,m,other,1,42,5.0,7,0,52.0,0,263
7107,Sales & Marketing,region_29,Bachelor's,m,other,1,32,3.0,6,0,44.0,0,208
13428,Technology,region_2,Bachelor's,m,sourcing,3,38,1.0,10,0,81.0,0,163
10387,Operations,region_7,Bachelor's,m,other,2,30,4.0,5,0,56.0,0,222
14510,HR,region_7,Bachelor's,m,sourcing,1,33,4.0,5,0,55.0,1,266
14806,Procurement,region_10,Master's & above,m,sourcing,2,33,3.0,9,0,63.0,0,255
13315,Technology,region_10,Bachelor's,f,sourcing,1,29,5.0,4,0,80.0,0,120
1762,Sales & Marketing,region_2,Bachelor's,m,referred,1,28,4.0,3,0,52.0,0,164
558,Operations,region_8,Bachelor's,m,other,1,31,3.0,4,1,59.0,0,162
3046,Sales & Marketing,region_25,Bachelor's,m,other,1,33,2.0,5,0,50.0,0,228
4564,Sales & Marketing,region_32,Bachelor's,m,other,1,31,4.0,3,0,49.0,0,251
5459,Analytics,region_26,Bachelor's,m,other,1,29,3.0,4,0,82.0,0,209
11453,Sales & Marketing,region_27,Bachelor's,f,other,2,32,1.0,5,0,51.0,0,230
10776,Procurement,region_22,Master's & above,m,sourcing,1,41,5.0,14,0,71.0,1,244
6319,HR,region_22,Master's & above,m,sourcing,1,35,5.0,8,0,48.0,0,174
6787,Procurement,region_13,Bachelor's,m,sourcing,1,33,5.0,4,0,67.0,0,165
149,Analytics,region_27,Bachelor's,m,other,1,42,3.0,6,0,84.0,0,263
7964,Analytics,region_31,Bachelor's,m,other,1,35,4.0,5,0,87.0,0,172
4997,Operations,region_10,Master's & above,f,other,1,35,5.0,7,0,62.0,0,134
4881,Sales & Marketing,region_2,Bachelor's,m,referred,1,26,3.0,4,0,49.0,0,163
4610,Operations,region_22,Bachelor's,m,sourcing,1,28,2.0,4,0,58.0,0,211
2186,Sales & Marketing,region_27,Master's & above,m,other,1,36,3.0,8,0,47.0,0,205
11096,Finance,region_2,,m,other,1,27,3.0,5,0,59.0,0,156
8635,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,53,5.0,12,0,54.0,0,212
4570,Operations,region_16,Bachelor's,m,sourcing,1,27,4.0,6,0,56.0,0,226
6204,Operations,region_8,Master's & above,m,sourcing,1,36,3.0,4,0,57.0,0,241
8727,Analytics,region_29,Bachelor's,m,other,1,26,3.0,4,0,85.0,0,245
10447,Sales & Marketing,region_2,Bachelor's,f,other,1,49,3.0,17,0,52.0,0,152
9911,Sales & Marketing,region_14,Bachelor's,m,other,1,28,4.0,2,0,53.0,0,174
2248,Technology,region_7,Bachelor's,m,sourcing,1,44,3.0,7,0,80.0,0,194
6747,Technology,region_7,Master's & above,m,other,1,40,3.0,9,0,79.0,0,151
9504,Operations,region_22,Bachelor's,m,other,1,45,3.0,6,0,60.0,0,221
10952,Operations,region_16,Bachelor's,m,other,2,34,4.0,6,0,62.0,0,180
6249,Technology,region_26,Bachelor's,m,other,1,44,4.0,6,0,83.0,0,195
8570,Technology,region_16,Bachelor's,m,other,1,58,3.0,9,0,78.0,0,222
4482,Analytics,region_26,Bachelor's,m,other,1,26,3.0,2,0,89.0,0,153
11823,Technology,region_26,Bachelor's,m,sourcing,1,38,1.0,9,0,80.0,0,222
12338,Procurement,region_15,Master's & above,f,sourcing,1,47,3.0,17,0,71.0,0,140
13837,Finance,region_2,Master's & above,f,other,1,40,3.0,4,0,58.0,0,161
4962,Analytics,region_2,Master's & above,m,other,1,35,4.0,5,0,82.0,0,163
13132,Analytics,region_22,,m,sourcing,2,22,,1,0,83.0,0,187
4546,Sales & Marketing,region_2,Master's & above,m,other,2,41,3.0,4,0,46.0,0,196
11252,Operations,region_22,Bachelor's,m,sourcing,1,47,4.0,6,0,60.0,0,120
9106,Legal,region_22,Bachelor's,m,referred,1,31,1.0,6,0,56.0,1,250
5671,Sales & Marketing,region_15,Bachelor's,m,other,1,35,5.0,4,0,49.0,0,170
8662,Technology,region_8,Master's & above,m,other,1,33,3.0,2,0,77.0,0,194
3499,Operations,region_2,Master's & above,f,sourcing,2,43,3.0,6,0,63.0,0,145
6781,Sales & Marketing,region_2,Bachelor's,f,other,1,57,1.0,4,1,49.0,0,145
3484,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,47,2.0,3,0,48.0,0,159
4973,Procurement,region_2,Bachelor's,m,other,1,23,3.0,2,0,74.0,0,243
13816,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,32,4.0,5,0,43.0,0,214
14191,Operations,region_17,Bachelor's,f,sourcing,1,31,4.0,6,0,,0,130
14463,Legal,region_2,Bachelor's,m,other,1,32,3.0,5,0,59.0,0,219
13308,Finance,region_27,Bachelor's,f,other,1,28,5.0,2,0,57.0,0,191
1226,Technology,region_9,Bachelor's,m,other,1,27,4.0,2,0,78.0,0,218
2279,Analytics,region_22,Bachelor's,m,other,2,31,5.0,3,0,84.0,0,169
12842,Sales & Marketing,region_17,Bachelor's,m,other,1,36,5.0,7,0,55.0,0,165
1898,Analytics,region_24,Bachelor's,m,sourcing,1,33,1.0,7,0,82.0,0,205
8850,Sales & Marketing,region_15,Bachelor's,m,other,1,44,4.0,14,0,50.0,0,221
14498,Analytics,region_22,Master's & above,m,sourcing,3,43,3.0,12,0,85.0,0,306
13832,Procurement,region_2,Below Secondary,m,other,2,23,,1,0,69.0,0,173
3141,Operations,region_2,Master's & above,m,sourcing,2,46,5.0,18,0,60.0,0,139
7798,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,56,3.0,16,0,50.0,0,199
7833,Technology,region_23,Bachelor's,m,sourcing,1,32,5.0,6,1,76.0,0,182
13025,Operations,region_22,Master's & above,f,other,1,56,1.0,6,0,60.0,0,265
5959,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,41,5.0,11,0,54.0,0,223
2022,Technology,region_7,Master's & above,m,other,1,35,3.0,3,0,81.0,0,189
12605,Finance,region_22,Bachelor's,m,sourcing,1,30,2.0,4,0,60.0,0,167
12130,Technology,region_14,Bachelor's,m,other,1,33,1.0,8,0,79.0,0,151
5218,Operations,region_26,Bachelor's,f,sourcing,1,30,5.0,7,0,60.0,0,267
11288,Sales & Marketing,region_28,Bachelor's,m,other,1,38,5.0,10,0,,0,135
9938,Sales & Marketing,region_16,,m,other,1,24,5.0,2,0,48.0,1,135
11391,Sales & Marketing,region_31,Bachelor's,m,other,1,33,3.0,7,0,44.0,0,134
10045,Sales & Marketing,region_14,Bachelor's,m,other,1,31,4.0,2,0,54.0,0,251
13791,Finance,region_4,Bachelor's,m,other,1,25,3.0,3,0,59.0,0,227
9272,Technology,region_14,Bachelor's,m,other,1,37,3.0,8,0,79.0,0,221
4051,Sales & Marketing,region_17,Bachelor's,m,other,1,34,1.0,10,0,51.0,0,250
1361,R&D,region_7,Bachelor's,m,sourcing,1,29,5.0,3,0,82.0,0,140
4859,Sales & Marketing,region_26,Master's & above,m,sourcing,1,35,3.0,4,0,49.0,0,204
5512,Operations,region_11,Bachelor's,m,sourcing,1,40,5.0,5,0,58.0,0,209
1061,Sales & Marketing,region_2,,m,other,1,50,3.0,21,0,51.0,0,152
12874,Procurement,region_15,Master's & above,m,other,4,37,3.0,10,0,71.0,0,140
2354,Operations,region_31,Bachelor's,f,other,1,32,4.0,6,0,57.0,0,164
1469,Finance,region_32,Bachelor's,m,other,1,35,5.0,6,0,60.0,0,256
13543,Analytics,region_21,Bachelor's,m,other,1,30,5.0,8,0,82.0,0,193
11912,Technology,region_23,Master's & above,f,sourcing,1,34,2.0,9,0,81.0,0,190
3321,Sales & Marketing,region_2,Bachelor's,f,other,3,30,3.0,4,0,50.0,0,104
767,Operations,region_22,Bachelor's,m,other,1,30,3.0,7,0,60.0,0,181
11250,Procurement,region_2,Bachelor's,f,sourcing,1,38,4.0,9,0,65.0,0,193
9843,Procurement,region_2,Bachelor's,m,sourcing,1,41,5.0,12,0,87.0,1,126
6424,Sales & Marketing,region_13,Bachelor's,m,other,1,52,3.0,4,0,52.0,0,211
10847,Sales & Marketing,region_10,Master's & above,m,sourcing,1,29,,1,0,51.0,0,144
14982,Operations,region_31,Bachelor's,m,sourcing,1,32,3.0,8,0,58.0,0,162
14301,Procurement,region_7,Bachelor's,m,sourcing,2,32,3.0,8,0,74.0,0,291
5851,Technology,region_2,Master's & above,m,sourcing,4,54,3.0,18,0,79.0,0,185
8841,Procurement,region_17,Master's & above,f,sourcing,1,43,3.0,13,0,69.0,0,224
13760,Procurement,region_17,Master's & above,f,other,1,38,3.0,9,0,69.0,0,213
399,Sales & Marketing,region_4,Master's & above,f,other,1,34,3.0,5,0,65.0,1,303
11186,Sales & Marketing,region_11,Bachelor's,m,other,1,29,,1,0,48.0,0,154
9600,Procurement,region_1,Bachelor's,m,other,1,29,,1,0,74.0,0,234
12988,Sales & Marketing,region_1,Master's & above,m,other,1,41,4.0,11,0,58.0,1,260
9960,Analytics,region_22,Master's & above,m,other,1,50,4.0,3,0,86.0,0,205
6016,Sales & Marketing,region_29,Bachelor's,m,other,1,30,4.0,3,0,49.0,0,143
4545,Sales & Marketing,region_7,Master's & above,f,other,3,32,1.0,5,0,49.0,0,159
116,Technology,region_7,Master's & above,f,sourcing,1,35,5.0,10,0,83.0,1,137
3892,Procurement,region_2,Master's & above,f,sourcing,1,37,1.0,7,0,72.0,0,212
7693,Operations,region_15,Bachelor's,m,other,1,34,3.0,7,0,58.0,0,147
10825,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,48,1.0,2,0,54.0,0,176
3761,Legal,region_22,Bachelor's,f,other,1,30,3.0,2,0,59.0,0,228
9875,Sales & Marketing,region_25,Bachelor's,m,other,1,35,3.0,4,0,51.0,0,142
9162,Analytics,region_2,Bachelor's,m,other,1,60,4.0,10,0,81.0,0,171
9172,Sales & Marketing,region_13,Master's & above,m,other,1,50,4.0,6,0,53.0,0,152
13399,Procurement,region_2,Master's & above,f,other,3,55,3.0,23,0,67.0,0,134
10593,Technology,region_5,Bachelor's,m,other,1,29,4.0,5,0,80.0,0,134
477,Operations,region_1,Bachelor's,f,other,2,29,5.0,5,0,56.0,0,271
1534,Technology,region_13,Master's & above,f,sourcing,3,36,3.0,10,0,80.0,0,215
14692,HR,region_13,Bachelor's,f,other,1,28,4.0,5,0,49.0,0,190
5994,Operations,region_31,Master's & above,f,other,1,32,5.0,6,0,57.0,0,168
602,Technology,region_23,Master's & above,f,other,1,43,3.0,4,0,80.0,0,222
8177,HR,region_2,Bachelor's,m,sourcing,1,34,4.0,2,0,51.0,0,152
14378,Technology,region_31,Bachelor's,f,other,2,32,3.0,7,0,76.0,0,142
13994,Operations,region_11,Bachelor's,m,other,1,29,4.0,6,0,59.0,0,263
8815,Sales & Marketing,region_32,Bachelor's,m,other,1,28,,1,0,51.0,0,155
9440,Analytics,region_2,Bachelor's,m,other,1,29,1.0,7,0,85.0,0,179
9233,Legal,region_22,Bachelor's,m,other,1,32,,1,0,56.0,0,206
2566,Sales & Marketing,region_2,,f,other,1,21,3.0,2,0,51.0,0,167
3493,Sales & Marketing,region_26,,m,sourcing,1,40,2.0,9,0,50.0,0,249
11113,Technology,region_2,Bachelor's,m,other,1,41,3.0,3,0,79.0,0,235
10668,Analytics,region_9,Master's & above,m,sourcing,1,30,3.0,4,0,85.0,0,194
11722,Procurement,region_13,Master's & above,m,other,1,37,5.0,9,0,71.0,0,187
8692,Analytics,region_27,Bachelor's,m,sourcing,2,30,1.0,5,0,82.0,0,157
12173,Procurement,region_16,Bachelor's,f,other,1,30,4.0,3,0,68.0,0,228
13044,Technology,region_22,Bachelor's,m,sourcing,2,30,5.0,8,0,77.0,0,111
6968,Legal,region_2,Bachelor's,m,sourcing,1,46,1.0,2,0,62.0,0,171
10466,Sales & Marketing,region_7,Master's & above,m,other,2,40,3.0,11,0,51.0,1,251
13424,Sales & Marketing,region_7,,m,other,1,34,4.0,7,0,47.0,0,212
1634,Technology,region_4,Bachelor's,f,other,1,27,3.0,5,0,85.0,0,212
10118,Procurement,region_16,Bachelor's,f,other,1,44,3.0,3,0,76.0,0,229
